dt,CalendarYear,Day,Time,Avg Total Time,Max Total Time,Max # of PAX in Line
2017-06-27 17:50:00,2017,2017-06-27,17:50:00,19,25,93
2017-06-27 17:55:00,2017,2017-06-27,17:55:00,13,14,76
2017-06-27 18:00:00,2017,2017-06-27,18:00:00,10,11,63
2017-06-27 18:05:00,2017,2017-06-27,18:05:00,7,8,49
2017-06-27 18:10:00,2017,2017-06-27,18:10:00,7,9,50
2017-06-27 18:15:00,2017,2017-06-27,18:15:00,7,9,50
2017-06-27 18:20:00,2017,2017-06-27,18:20:00,6,7,38
2017-06-27 18:25:00,2017,2017-06-27,18:25:00,4,5,28
2017-06-27 18:30:00,2017,2017-06-27,18:30:00,4,4,20
2017-06-27 18:35:00,2017,2017-06-27,18:35:00,3,4,21
2017-06-27 18:40:00,2017,2017-06-27,18:40:00,3,4,19
2017-06-27 18:45:00,2017,2017-06-27,18:45:00,2,4,17
2017-06-27 18:50:00,2017,2017-06-27,18:50:00,2,2,8
2017-06-27 18:55:00,2017,2017-06-27,18:55:00,1,2,6
2017-06-27 19:00:00,2017,2017-06-27,19:00:00,5,10,54
2017-06-27 19:05:00,2017,2017-06-27,19:05:00,8,11,62
2017-06-27 19:10:00,2017,2017-06-27,19:10:00,10,12,55
2017-06-27 19:15:00,2017,2017-06-27,19:15:00,9,10,58
2017-06-27 19:20:00,2017,2017-06-27,19:20:00,11,11,60
2017-06-27 19:25:00,2017,2017-06-27,19:25:00,11,11,61
2017-06-27 19:30:00,2017,2017-06-27,19:30:00,10,11,63
2017-06-27 19:35:00,2017,2017-06-27,19:35:00,6,7,39
2017-06-27 19:40:00,2017,2017-06-27,19:40:00,4,5,29
2017-06-27 19:45:00,2017,2017-06-27,19:45:00,1,2,7
2017-06-27 19:50:00,2017,2017-06-27,19:50:00,0,1,3
2017-06-27 19:55:00,2017,2017-06-27,19:55:00,1,1,2
2017-06-27 20:00:00,2017,2017-06-27,20:00:00,0,1,2
2017-06-27 20:05:00,2017,2017-06-27,20:05:00,0,0,1
2017-06-27 20:10:00,2017,2017-06-27,20:10:00,0,1,2
2017-06-27 20:15:00,2017,2017-06-27,20:15:00,0,1,2
2017-06-27 20:20:00,2017,2017-06-27,20:20:00,1,2,3
2017-06-27 20:25:00,2017,2017-06-27,20:25:00,1,2,3
2017-06-27 20:30:00,2017,2017-06-27,20:30:00,1,2,4
2017-06-27 20:35:00,2017,2017-06-27,20:35:00,1,2,6
2017-06-27 20:40:00,2017,2017-06-27,20:40:00,2,2,6
2017-06-27 20:45:00,2017,2017-06-27,20:45:00,1,2,7
2017-06-27 20:50:00,2017,2017-06-27,20:50:00,5,10,58
2017-06-27 20:55:00,2017,2017-06-27,20:55:00,9,12,68
2017-06-27 21:00:00,2017,2017-06-27,21:00:00,12,14,78
2017-06-27 21:05:00,2017,2017-06-27,21:05:00,9,10,54
2017-06-27 21:10:00,2017,2017-06-27,21:10:00,7,8,49
2017-06-27 21:15:00,2017,2017-06-27,21:15:00,12,19,99
2017-06-27 21:20:00,2017,2017-06-27,21:20:00,21,29,131
2017-06-27 21:25:00,2017,2017-06-27,21:25:00,28,31,137
2017-06-27 21:30:00,2017,2017-06-27,21:30:00,27,29,131
2017-06-27 21:35:00,2017,2017-06-27,21:35:00,23,26,123
2017-06-27 21:40:00,2017,2017-06-27,21:40:00,12,16,84
2017-06-27 21:45:00,2017,2017-06-27,21:45:00,13,16,87
2017-06-27 21:50:00,2017,2017-06-27,21:50:00,13,17,90
2017-06-27 21:55:00,2017,2017-06-27,21:55:00,12,13,72
2017-06-27 22:00:00,2017,2017-06-27,22:00:00,10,13,69
2017-06-27 22:05:00,2017,2017-06-27,22:05:00,7,7,41
2017-06-27 22:10:00,2017,2017-06-27,22:10:00,5,6,30
2017-06-27 22:15:00,2017,2017-06-27,22:15:00,4,6,32
2017-06-27 22:20:00,2017,2017-06-27,22:20:00,3,4,20
2017-06-27 22:25:00,2017,2017-06-27,22:25:00,3,4,19
2017-06-27 22:30:00,2017,2017-06-27,22:30:00,4,4,22
2017-06-27 22:35:00,2017,2017-06-27,22:35:00,5,5,27
2017-06-27 22:40:00,2017,2017-06-27,22:40:00,2,3,15
2017-06-27 22:45:00,2017,2017-06-27,22:45:00,0,1,5
2017-06-27 22:50:00,2017,2017-06-27,22:50:00,1,2,4
2017-06-27 22:55:00,2017,2017-06-27,22:55:00,1,1,3
2017-06-27 23:00:00,2017,2017-06-27,23:00:00,0,1,3
2017-06-27 23:05:00,2017,2017-06-27,23:05:00,0,0,2
2017-06-27 23:10:00,2017,2017-06-27,23:10:00,0,1,5
2017-06-27 23:15:00,2017,2017-06-27,23:15:00,0,0,2
2017-06-27 23:20:00,2017,2017-06-27,23:20:00,0,0,2
2017-06-27 23:25:00,2017,2017-06-27,23:25:00,1,1,5
2017-06-27 23:30:00,2017,2017-06-27,23:30:00,2,3,15
2017-06-27 23:35:00,2017,2017-06-27,23:35:00,5,6,34
2017-06-27 23:40:00,2017,2017-06-27,23:40:00,11,14,78
2017-06-27 23:45:00,2017,2017-06-27,23:45:00,33,42,139
2017-06-27 23:50:00,2017,2017-06-27,23:50:00,32,33,142
2017-06-27 23:55:00,2017,2017-06-27,23:55:00,29,31,136
2017-06-28 00:00:00,2017,2017-06-28,00:00:00,31,33,144
2017-06-28 00:05:00,2017,2017-06-28,00:05:00,26,32,139
2017-06-28 00:10:00,2017,2017-06-28,00:10:00,30,34,146
2017-06-28 00:15:00,2017,2017-06-28,00:15:00,27,31,137
2017-06-28 00:20:00,2017,2017-06-28,00:20:00,18,22,108
2017-06-28 00:25:00,2017,2017-06-28,00:25:00,10,13,71
2017-06-28 00:30:00,2017,2017-06-28,00:30:00,5,6,35
2017-06-28 00:35:00,2017,2017-06-28,00:35:00,2,3,14
2017-06-28 00:40:00,2017,2017-06-28,00:40:00,0,1,4
2017-06-28 00:45:00,2017,2017-06-28,00:45:00,0,1,3
2017-06-28 00:50:00,2017,2017-06-28,00:50:00,0,1,5
2017-06-28 00:55:00,2017,2017-06-28,00:55:00,1,2,7
2017-06-28 01:00:00,2017,2017-06-28,01:00:00,0,1,4
2017-06-28 01:05:00,2017,2017-06-28,01:05:00,0,0,1
2017-06-28 01:10:00,2017,2017-06-28,01:10:00,0,0,1
2017-06-28 01:15:00,2017,2017-06-28,01:15:00,1,1,2
2017-06-28 01:20:00,2017,2017-06-28,01:20:00,0,1,2
2017-06-28 01:25:00,2017,2017-06-28,01:25:00,0,1,2
2017-06-28 01:30:00,2017,2017-06-28,01:30:00,0,0,1
2017-06-28 01:35:00,2017,2017-06-28,01:35:00,1,2,3
2017-06-28 01:40:00,2017,2017-06-28,01:40:00,0,1,2
2017-06-28 01:45:00,2017,2017-06-28,01:45:00,0,1,2
2017-06-28 01:50:00,2017,2017-06-28,01:50:00,1,2,3
2017-06-28 01:55:00,2017,2017-06-28,01:55:00,0,1,2
2017-06-28 02:00:00,2017,2017-06-28,02:00:00,0,0,1
2017-06-28 02:05:00,2017,2017-06-28,02:05:00,0,0,1
2017-06-28 02:10:00,2017,2017-06-28,02:10:00,0,1,2
2017-06-28 02:15:00,2017,2017-06-28,02:15:00,0,1,2
2017-06-28 02:20:00,2017,2017-06-28,02:20:00,0,1,2
2017-06-28 02:25:00,2017,2017-06-28,02:25:00,0,0,1
2017-06-28 02:30:00,2017,2017-06-28,02:30:00,0,1,2
2017-06-28 02:35:00,2017,2017-06-28,02:35:00,0,1,2
2017-06-28 02:40:00,2017,2017-06-28,02:40:00,0,0,1
2017-06-28 02:45:00,2017,2017-06-28,02:45:00,0,0,1
2017-06-28 02:50:00,2017,2017-06-28,02:50:00,0,1,2
2017-06-28 02:55:00,2017,2017-06-28,02:55:00,1,2,3
2017-06-28 03:00:00,2017,2017-06-28,03:00:00,0,0,1
2017-06-28 03:05:00,2017,2017-06-28,03:05:00,0,0,1
2017-06-28 03:10:00,2017,2017-06-28,03:10:00,1,1,2
2017-06-28 03:15:00,2017,2017-06-28,03:15:00,0,1,2
2017-06-28 03:20:00,2017,2017-06-28,03:20:00,0,0,1
2017-06-28 03:25:00,2017,2017-06-28,03:25:00,0,1,2
2017-06-28 03:30:00,2017,2017-06-28,03:30:00,0,1,2
2017-06-28 03:35:00,2017,2017-06-28,03:35:00,0,1,2
2017-06-28 03:40:00,2017,2017-06-28,03:40:00,0,1,2
2017-06-28 03:45:00,2017,2017-06-28,03:45:00,1,1,2
2017-06-28 03:50:00,2017,2017-06-28,03:50:00,0,1,2
2017-06-28 03:55:00,2017,2017-06-28,03:55:00,1,1,2
2017-06-28 04:00:00,2017,2017-06-28,04:00:00,0,1,2
2017-06-28 04:05:00,2017,2017-06-28,04:05:00,0,1,2
2017-06-28 04:10:00,2017,2017-06-28,04:10:00,0,1,2
2017-06-28 04:15:00,2017,2017-06-28,04:15:00,0,0,1
2017-06-28 04:20:00,2017,2017-06-28,04:20:00,0,1,2
2017-06-28 04:25:00,2017,2017-06-28,04:25:00,0,0,1
2017-06-28 04:30:00,2017,2017-06-28,04:30:00,0,0,1
2017-06-28 04:35:00,2017,2017-06-28,04:35:00,1,2,3
2017-06-28 04:40:00,2017,2017-06-28,04:40:00,1,2,3
2017-06-28 04:45:00,2017,2017-06-28,04:45:00,0,0,1
2017-06-28 04:50:00,2017,2017-06-28,04:50:00,0,1,2
2017-06-28 04:55:00,2017,2017-06-28,04:55:00,0,1,2
2017-06-28 05:00:00,2017,2017-06-28,05:00:00,0,1,2
2017-06-28 05:05:00,2017,2017-06-28,05:05:00,0,1,2
2017-06-28 05:10:00,2017,2017-06-28,05:10:00,0,0,1
2017-06-28 05:15:00,2017,2017-06-28,05:15:00,0,2,3
2017-06-28 05:20:00,2017,2017-06-28,05:20:00,0,0,1
2017-06-28 05:25:00,2017,2017-06-28,05:25:00,0,0,1
2017-06-28 05:30:00,2017,2017-06-28,05:30:00,0,0,1
2017-06-28 05:35:00,2017,2017-06-28,05:35:00,0,0,1
2017-06-28 05:40:00,2017,2017-06-28,05:40:00,0,0,1
2017-06-28 05:45:00,2017,2017-06-28,05:45:00,0,1,2
2017-06-28 05:50:00,2017,2017-06-28,05:50:00,0,0,1
2017-06-28 05:55:00,2017,2017-06-28,05:55:00,1,2,3
2017-06-28 06:00:00,2017,2017-06-28,06:00:00,1,2,3
2017-06-28 06:05:00,2017,2017-06-28,06:05:00,0,1,2
2017-06-28 06:10:00,2017,2017-06-28,06:10:00,2,2,4
2017-06-28 06:15:00,2017,2017-06-28,06:15:00,1,1,2
2017-06-28 06:20:00,2017,2017-06-28,06:20:00,1,1,2
2017-06-28 06:25:00,2017,2017-06-28,06:25:00,0,0,1
2017-06-28 06:30:00,2017,2017-06-28,06:30:00,1,2,3
2017-06-28 06:35:00,2017,2017-06-28,06:35:00,1,2,3
2017-06-28 06:40:00,2017,2017-06-28,06:40:00,1,2,3
2017-06-28 06:45:00,2017,2017-06-28,06:45:00,1,1,2
2017-06-28 06:50:00,2017,2017-06-28,06:50:00,1,2,4
2017-06-28 06:55:00,2017,2017-06-28,06:55:00,1,2,4
2017-06-28 07:00:00,2017,2017-06-28,07:00:00,0,1,4
2017-06-28 07:05:00,2017,2017-06-28,07:05:00,1,1,4
2017-06-28 07:10:00,2017,2017-06-28,07:10:00,1,1,3
2017-06-28 07:15:00,2017,2017-06-28,07:15:00,2,3,5
2017-06-28 07:20:00,2017,2017-06-28,07:20:00,3,3,6
2017-06-28 07:25:00,2017,2017-06-28,07:25:00,4,4,8
2017-06-28 07:30:00,2017,2017-06-28,07:30:00,2,3,5
2017-06-28 07:35:00,2017,2017-06-28,07:35:00,4,4,8
2017-06-28 07:40:00,2017,2017-06-28,07:40:00,3,4,8
2017-06-28 07:45:00,2017,2017-06-28,07:45:00,4,5,10
2017-06-28 07:50:00,2017,2017-06-28,07:50:00,2,3,10
2017-06-28 07:55:00,2017,2017-06-28,07:55:00,2,2,8
2017-06-28 08:00:00,2017,2017-06-28,08:00:00,2,2,9
2017-06-28 08:05:00,2017,2017-06-28,08:05:00,1,2,6
2017-06-28 08:10:00,2017,2017-06-28,08:10:00,1,2,6
2017-06-28 08:15:00,2017,2017-06-28,08:15:00,2,3,7
2017-06-28 08:20:00,2017,2017-06-28,08:20:00,3,3,9
2017-06-28 08:25:00,2017,2017-06-28,08:25:00,2,3,10
2017-06-28 08:30:00,2017,2017-06-28,08:30:00,2,2,7
2017-06-28 08:35:00,2017,2017-06-28,08:35:00,2,3,10
2017-06-28 08:40:00,2017,2017-06-28,08:40:00,3,4,9
2017-06-28 08:45:00,2017,2017-06-28,08:45:00,3,4,11
2017-06-28 08:50:00,2017,2017-06-28,08:50:00,3,3,13
2017-06-28 08:55:00,2017,2017-06-28,08:55:00,2,3,9
2017-06-28 09:00:00,2017,2017-06-28,09:00:00,2,2,7
2017-06-28 09:05:00,2017,2017-06-28,09:05:00,3,4,23
2017-06-28 09:10:00,2017,2017-06-28,09:10:00,4,5,20
2017-06-28 09:15:00,2017,2017-06-28,09:15:00,2,3,8
2017-06-28 09:20:00,2017,2017-06-28,09:20:00,3,3,9
2017-06-28 09:25:00,2017,2017-06-28,09:25:00,3,4,8
2017-06-28 09:30:00,2017,2017-06-28,09:30:00,3,4,10
2017-06-28 09:35:00,2017,2017-06-28,09:35:00,2,3,11
2017-06-28 09:40:00,2017,2017-06-28,09:40:00,3,4,17
2017-06-28 09:45:00,2017,2017-06-28,09:45:00,3,4,18
2017-06-28 09:50:00,2017,2017-06-28,09:50:00,3,4,20
2017-06-28 09:55:00,2017,2017-06-28,09:55:00,4,5,24
2017-06-28 10:00:00,2017,2017-06-28,10:00:00,5,6,30
2017-06-28 10:05:00,2017,2017-06-28,10:05:00,3,3,15
2017-06-28 10:10:00,2017,2017-06-28,10:10:00,3,3,12
2017-06-28 10:15:00,2017,2017-06-28,10:15:00,3,3,10
2017-06-28 10:20:00,2017,2017-06-28,10:20:00,2,3,9
2017-06-28 10:25:00,2017,2017-06-28,10:25:00,2,3,14
2017-06-28 10:30:00,2017,2017-06-28,10:30:00,3,3,11
2017-06-28 10:35:00,2017,2017-06-28,10:35:00,3,4,21
2017-06-28 10:40:00,2017,2017-06-28,10:40:00,7,11,61
2017-06-28 10:45:00,2017,2017-06-28,10:45:00,11,12,66
2017-06-28 10:50:00,2017,2017-06-28,10:50:00,8,10,58
2017-06-28 10:55:00,2017,2017-06-28,10:55:00,6,6,34
2017-06-28 11:00:00,2017,2017-06-28,11:00:00,7,8,48
2017-06-28 11:05:00,2017,2017-06-28,11:05:00,6,7,41
2017-06-28 11:10:00,2017,2017-06-28,11:10:00,7,7,43
2017-06-28 11:15:00,2017,2017-06-28,11:15:00,8,10,57
2017-06-28 11:20:00,2017,2017-06-28,11:20:00,11,12,66
2017-06-28 11:25:00,2017,2017-06-28,11:25:00,10,12,65
2017-06-28 11:30:00,2017,2017-06-28,11:30:00,7,8,47
2017-06-28 11:35:00,2017,2017-06-28,11:35:00,7,8,44
2017-06-28 11:40:00,2017,2017-06-28,11:40:00,7,7,42
2017-06-28 11:45:00,2017,2017-06-28,11:45:00,7,8,48
2017-06-28 11:50:00,2017,2017-06-28,11:50:00,7,8,45
2017-06-28 11:55:00,2017,2017-06-28,11:55:00,7,8,46
2017-06-28 12:00:00,2017,2017-06-28,12:00:00,8,9,51
2017-06-28 12:05:00,2017,2017-06-28,12:05:00,9,14,76
2017-06-28 12:10:00,2017,2017-06-28,12:10:00,7,8,47
2017-06-28 12:15:00,2017,2017-06-28,12:15:00,9,10,54
2017-06-28 12:20:00,2017,2017-06-28,12:20:00,8,9,41
2017-06-28 12:25:00,2017,2017-06-28,12:25:00,5,6,33
2017-06-28 12:30:00,2017,2017-06-28,12:30:00,3,4,18
2017-06-28 12:35:00,2017,2017-06-28,12:35:00,3,3,7
2017-06-28 12:40:00,2017,2017-06-28,12:40:00,2,3,7
2017-06-28 12:45:00,2017,2017-06-28,12:45:00,2,2,8
2017-06-28 12:50:00,2017,2017-06-28,12:50:00,2,3,7
2017-06-28 12:55:00,2017,2017-06-28,12:55:00,1,2,7
2017-06-28 13:00:00,2017,2017-06-28,13:00:00,2,3,13
2017-06-28 13:05:00,2017,2017-06-28,13:05:00,4,5,15
2017-06-28 13:10:00,2017,2017-06-28,13:10:00,2,3,10
2017-06-28 13:15:00,2017,2017-06-28,13:15:00,3,3,14
2017-06-28 13:20:00,2017,2017-06-28,13:20:00,2,3,10
2017-06-28 13:25:00,2017,2017-06-28,13:25:00,2,2,6
2017-06-28 13:30:00,2017,2017-06-28,13:30:00,2,2,8
2017-06-28 13:35:00,2017,2017-06-28,13:35:00,2,2,6
2017-06-28 13:40:00,2017,2017-06-28,13:40:00,1,2,7
2017-06-28 13:45:00,2017,2017-06-28,13:45:00,1,1,5
2017-06-28 13:50:00,2017,2017-06-28,13:50:00,4,4,23
2017-06-28 13:55:00,2017,2017-06-28,13:55:00,3,4,17
2017-06-28 14:00:00,2017,2017-06-28,14:00:00,4,6,31
2017-06-28 14:05:00,2017,2017-06-28,14:05:00,8,13,59
2017-06-28 14:10:00,2017,2017-06-28,14:10:00,4,6,30
2017-06-28 14:15:00,2017,2017-06-28,14:15:00,3,4,11
2017-06-28 14:20:00,2017,2017-06-28,14:20:00,4,4,18
2017-06-28 14:25:00,2017,2017-06-28,14:25:00,5,5,13
2017-06-28 14:30:00,2017,2017-06-28,14:30:00,4,5,27
2017-06-28 14:35:00,2017,2017-06-28,14:35:00,8,11,37
2017-06-28 14:40:00,2017,2017-06-28,14:40:00,9,10,53
2017-06-28 14:45:00,2017,2017-06-28,14:45:00,7,10,53
2017-06-28 14:50:00,2017,2017-06-28,14:50:00,6,7,30
2017-06-28 14:55:00,2017,2017-06-28,14:55:00,3,4,18
2017-06-28 15:00:00,2017,2017-06-28,15:00:00,3,3,12
2017-06-28 15:05:00,2017,2017-06-28,15:05:00,3,4,20
2017-06-28 15:10:00,2017,2017-06-28,15:10:00,4,5,26
2017-06-28 15:15:00,2017,2017-06-28,15:15:00,3,3,13
2017-06-28 15:20:00,2017,2017-06-28,15:20:00,2,2,9
2017-06-28 15:25:00,2017,2017-06-28,15:25:00,2,2,7
2017-06-28 15:30:00,2017,2017-06-28,15:30:00,2,3,12
2017-06-28 15:35:00,2017,2017-06-28,15:35:00,2,2,9
2017-06-28 15:40:00,2017,2017-06-28,15:40:00,2,3,14
2017-06-28 15:45:00,2017,2017-06-28,15:45:00,3,3,11
2017-06-28 15:50:00,2017,2017-06-28,15:50:00,4,5,23
2017-06-28 15:55:00,2017,2017-06-28,15:55:00,4,5,25
2017-06-28 16:00:00,2017,2017-06-28,16:00:00,2,3,10
2017-06-28 16:05:00,2017,2017-06-28,16:05:00,3,4,17
2017-06-28 16:10:00,2017,2017-06-28,16:10:00,2,2,9
2017-06-28 16:15:00,2017,2017-06-28,16:15:00,3,5,24
2017-06-28 16:20:00,2017,2017-06-28,16:20:00,8,13,56
2017-06-28 16:25:00,2017,2017-06-28,16:25:00,14,15,69
2017-06-28 16:30:00,2017,2017-06-28,16:30:00,11,12,68
2017-06-28 16:35:00,2017,2017-06-28,16:35:00,15,19,76
2017-06-28 16:40:00,2017,2017-06-28,16:40:00,12,13,71
2017-06-28 16:45:00,2017,2017-06-28,16:45:00,13,17,64
2017-06-28 16:50:00,2017,2017-06-28,16:50:00,12,17,63
2017-06-28 16:55:00,2017,2017-06-28,16:55:00,5,6,36
2017-06-28 17:00:00,2017,2017-06-28,17:00:00,4,5,23
2017-06-28 17:05:00,2017,2017-06-28,17:05:00,6,7,35
2017-06-28 17:10:00,2017,2017-06-28,17:10:00,5,6,32
2017-06-28 17:15:00,2017,2017-06-28,17:15:00,8,11,59
2017-06-28 17:20:00,2017,2017-06-28,17:20:00,10,11,60
2017-06-28 17:25:00,2017,2017-06-28,17:25:00,13,14,74
2017-06-28 17:30:00,2017,2017-06-28,17:30:00,19,22,109
2017-06-28 17:35:00,2017,2017-06-28,17:35:00,26,28,128
2017-06-28 17:40:00,2017,2017-06-28,17:40:00,21,22,108
2017-06-28 17:45:00,2017,2017-06-28,17:45:00,19,21,106
2017-06-28 17:50:00,2017,2017-06-28,17:50:00,16,18,92
2017-06-28 17:55:00,2017,2017-06-28,17:55:00,15,16,84
2017-06-28 18:00:00,2017,2017-06-28,18:00:00,11,11,63
2017-06-28 18:05:00,2017,2017-06-28,18:05:00,10,11,62
2017-06-28 18:10:00,2017,2017-06-28,18:10:00,9,14,75
2017-06-28 18:15:00,2017,2017-06-28,18:15:00,12,16,83
2017-06-28 18:20:00,2017,2017-06-28,18:20:00,14,17,89
2017-06-28 18:25:00,2017,2017-06-28,18:25:00,12,13,72
2017-06-28 18:30:00,2017,2017-06-28,18:30:00,8,10,56
2017-06-28 18:35:00,2017,2017-06-28,18:35:00,7,7,42
2017-06-28 18:40:00,2017,2017-06-28,18:40:00,5,6,35
2017-06-28 18:45:00,2017,2017-06-28,18:45:00,4,5,28
2017-06-28 18:50:00,2017,2017-06-28,18:50:00,4,5,24
2017-06-28 18:55:00,2017,2017-06-28,18:55:00,5,5,29
2017-06-28 19:00:00,2017,2017-06-28,19:00:00,5,5,27
2017-06-28 19:05:00,2017,2017-06-28,19:05:00,4,4,21
2017-06-28 19:10:00,2017,2017-06-28,19:10:00,2,3,10
2017-06-28 19:15:00,2017,2017-06-28,19:15:00,3,3,13
2017-06-28 19:20:00,2017,2017-06-28,19:20:00,5,8,44
2017-06-28 19:25:00,2017,2017-06-28,19:25:00,9,14,60
2017-06-28 19:30:00,2017,2017-06-28,19:30:00,8,12,65
2017-06-28 19:35:00,2017,2017-06-28,19:35:00,19,22,109
2017-06-28 19:40:00,2017,2017-06-28,19:40:00,21,22,109
2017-06-28 19:45:00,2017,2017-06-28,19:45:00,20,21,106
2017-06-28 19:50:00,2017,2017-06-28,19:50:00,16,17,91
2017-06-28 19:55:00,2017,2017-06-28,19:55:00,21,27,99
2017-06-28 20:00:00,2017,2017-06-28,20:00:00,28,30,95
2017-06-28 20:05:00,2017,2017-06-28,20:05:00,29,32,95
2017-06-28 20:10:00,2017,2017-06-28,20:10:00,22,29,90
2017-06-28 20:15:00,2017,2017-06-28,20:15:00,16,19,61
2017-06-28 20:20:00,2017,2017-06-28,20:20:00,12,13,45
2017-06-28 20:25:00,2017,2017-06-28,20:25:00,9,13,40
2017-06-28 20:30:00,2017,2017-06-28,20:30:00,6,6,36
2017-06-28 20:35:00,2017,2017-06-28,20:35:00,11,14,74
2017-06-28 20:40:00,2017,2017-06-28,20:40:00,10,12,67
2017-06-28 20:45:00,2017,2017-06-28,20:45:00,6,9,50
2017-06-28 20:50:00,2017,2017-06-28,20:50:00,3,5,23
2017-06-28 20:55:00,2017,2017-06-28,20:55:00,4,4,22
2017-06-28 21:00:00,2017,2017-06-28,21:00:00,5,7,37
2017-06-28 21:05:00,2017,2017-06-28,21:05:00,9,12,63
2017-06-28 21:10:00,2017,2017-06-28,21:10:00,11,14,78
2017-06-28 21:15:00,2017,2017-06-28,21:15:00,14,18,92
2017-06-28 21:20:00,2017,2017-06-28,21:20:00,19,25,120
2017-06-28 21:25:00,2017,2017-06-28,21:25:00,29,31,136
2017-06-28 21:30:00,2017,2017-06-28,21:30:00,25,27,125
2017-06-28 21:35:00,2017,2017-06-28,21:35:00,26,28,128
2017-06-28 21:40:00,2017,2017-06-28,21:40:00,31,33,142
2017-06-28 21:45:00,2017,2017-06-28,21:45:00,32,34,147
2017-06-28 21:50:00,2017,2017-06-28,21:50:00,25,29,132
2017-06-28 21:55:00,2017,2017-06-28,21:55:00,16,18,92
2017-06-28 22:00:00,2017,2017-06-28,22:00:00,14,15,81
2017-06-28 22:05:00,2017,2017-06-28,22:05:00,9,10,55
2017-06-28 22:10:00,2017,2017-06-28,22:10:00,8,12,65
2017-06-28 22:15:00,2017,2017-06-28,22:15:00,10,14,74
2017-06-28 22:20:00,2017,2017-06-28,22:20:00,7,8,47
2017-06-28 22:25:00,2017,2017-06-28,22:25:00,6,6,36
2017-06-28 22:30:00,2017,2017-06-28,22:30:00,6,6,34
2017-06-28 22:35:00,2017,2017-06-28,22:35:00,7,8,47
2017-06-28 22:40:00,2017,2017-06-28,22:40:00,6,7,41
2017-06-28 22:45:00,2017,2017-06-28,22:45:00,3,4,22
2017-06-28 22:50:00,2017,2017-06-28,22:50:00,3,4,22
2017-06-28 22:55:00,2017,2017-06-28,22:55:00,1,1,5
2017-06-28 23:00:00,2017,2017-06-28,23:00:00,0,0,2
2017-06-28 23:05:00,2017,2017-06-28,23:05:00,1,1,3
2017-06-28 23:10:00,2017,2017-06-28,23:10:00,0,1,3
2017-06-28 23:15:00,2017,2017-06-28,23:15:00,0,0,2
2017-06-28 23:20:00,2017,2017-06-28,23:20:00,1,2,6
2017-06-28 23:25:00,2017,2017-06-28,23:25:00,1,2,5
2017-06-28 23:30:00,2017,2017-06-28,23:30:00,6,10,42
2017-06-28 23:35:00,2017,2017-06-28,23:35:00,2,3,15
2017-06-28 23:40:00,2017,2017-06-28,23:40:00,0,1,3
2017-06-28 23:45:00,2017,2017-06-28,23:45:00,1,1,3
2017-06-28 23:50:00,2017,2017-06-28,23:50:00,0,1,3
2017-06-28 23:55:00,2017,2017-06-28,23:55:00,0,1,4
2017-06-29 00:00:00,2017,2017-06-29,00:00:00,1,2,5
2017-06-29 00:05:00,2017,2017-06-29,00:05:00,1,1,4
2017-06-29 00:10:00,2017,2017-06-29,00:10:00,1,2,4
2017-06-29 00:15:00,2017,2017-06-29,00:15:00,1,2,3
2017-06-29 00:20:00,2017,2017-06-29,00:20:00,1,1,2
2017-06-29 00:25:00,2017,2017-06-29,00:25:00,1,2,3
2017-06-29 00:30:00,2017,2017-06-29,00:30:00,1,1,3
2017-06-29 00:35:00,2017,2017-06-29,00:35:00,1,1,2
2017-06-29 00:40:00,2017,2017-06-29,00:40:00,1,1,3
2017-06-29 00:45:00,2017,2017-06-29,00:45:00,1,1,2
2017-06-29 00:50:00,2017,2017-06-29,00:50:00,0,1,2
2017-06-29 00:55:00,2017,2017-06-29,00:55:00,0,2,3
2017-06-29 01:00:00,2017,2017-06-29,01:00:00,1,1,2
2017-06-29 01:05:00,2017,2017-06-29,01:05:00,0,0,1
2017-06-29 01:10:00,2017,2017-06-29,01:10:00,1,1,2
2017-06-29 01:15:00,2017,2017-06-29,01:15:00,1,2,4
2017-06-29 01:20:00,2017,2017-06-29,01:20:00,1,2,3
2017-06-29 01:25:00,2017,2017-06-29,01:25:00,1,2,3
2017-06-29 01:30:00,2017,2017-06-29,01:30:00,0,1,2
2017-06-29 01:35:00,2017,2017-06-29,01:35:00,0,0,1
2017-06-29 01:40:00,2017,2017-06-29,01:40:00,1,2,3
2017-06-29 01:45:00,2017,2017-06-29,01:45:00,1,2,4
2017-06-29 01:50:00,2017,2017-06-29,01:50:00,0,1,2
2017-06-29 01:55:00,2017,2017-06-29,01:55:00,0,1,2
2017-06-29 02:00:00,2017,2017-06-29,02:00:00,0,1,2
2017-06-29 02:05:00,2017,2017-06-29,02:05:00,1,1,2
2017-06-29 02:10:00,2017,2017-06-29,02:10:00,0,1,2
2017-06-29 02:15:00,2017,2017-06-29,02:15:00,0,1,2
2017-06-29 02:20:00,2017,2017-06-29,02:20:00,1,1,2
2017-06-29 02:25:00,2017,2017-06-29,02:25:00,1,2,3
2017-06-29 02:30:00,2017,2017-06-29,02:30:00,0,1,2
2017-06-29 02:35:00,2017,2017-06-29,02:35:00,1,2,4
2017-06-29 02:40:00,2017,2017-06-29,02:40:00,1,1,2
2017-06-29 02:45:00,2017,2017-06-29,02:45:00,1,2,4
2017-06-29 02:50:00,2017,2017-06-29,02:50:00,1,1,2
2017-06-29 02:55:00,2017,2017-06-29,02:55:00,0,1,2
