dt,CalendarYear,Day,Time,Avg Total Time,Max Total Time,Max # of PAX in Line
2017-07-16 22:35:00,2017,2017-07-16,22:35:00,1,1,5
2017-07-16 22:40:00,2017,2017-07-16,22:40:00,1,2,6
2017-07-16 22:45:00,2017,2017-07-16,22:45:00,5,7,41
2017-07-16 22:50:00,2017,2017-07-16,22:50:00,3,5,25
2017-07-16 22:55:00,2017,2017-07-16,22:55:00,1,2,6
2017-07-16 23:00:00,2017,2017-07-16,23:00:00,0,1,3
2017-07-16 23:05:00,2017,2017-07-16,23:05:00,1,2,6
2017-07-16 23:10:00,2017,2017-07-16,23:10:00,1,3,15
2017-07-16 23:15:00,2017,2017-07-16,23:15:00,1,2,7
2017-07-16 23:20:00,2017,2017-07-16,23:20:00,6,10,56
2017-07-16 23:25:00,2017,2017-07-16,23:25:00,10,13,71
2017-07-16 23:30:00,2017,2017-07-16,23:30:00,12,14,77
2017-07-16 23:35:00,2017,2017-07-16,23:35:00,14,18,94
2017-07-16 23:40:00,2017,2017-07-16,23:40:00,23,28,129
2017-07-16 23:45:00,2017,2017-07-16,23:45:00,24,30,134
2017-07-16 23:50:00,2017,2017-07-16,23:50:00,26,30,134
2017-07-16 23:55:00,2017,2017-07-16,23:55:00,14,19,99
2017-07-17 00:00:00,2017,2017-07-17,00:00:00,8,10,55
2017-07-17 00:05:00,2017,2017-07-17,00:05:00,5,6,35
2017-07-17 00:10:00,2017,2017-07-17,00:10:00,3,3,16
2017-07-17 00:15:00,2017,2017-07-17,00:15:00,1,2,8
2017-07-17 00:20:00,2017,2017-07-17,00:20:00,0,1,3
2017-07-17 00:25:00,2017,2017-07-17,00:25:00,0,1,2
2017-07-17 00:30:00,2017,2017-07-17,00:30:00,1,1,2
2017-07-17 00:35:00,2017,2017-07-17,00:35:00,1,1,3
2017-07-17 00:40:00,2017,2017-07-17,00:40:00,1,2,3
2017-07-17 00:45:00,2017,2017-07-17,00:45:00,1,2,3
2017-07-17 00:50:00,2017,2017-07-17,00:50:00,1,2,3
2017-07-17 00:55:00,2017,2017-07-17,00:55:00,1,2,3
2017-07-17 01:00:00,2017,2017-07-17,01:00:00,1,2,3
2017-07-17 01:05:00,2017,2017-07-17,01:05:00,1,2,4
2017-07-17 01:10:00,2017,2017-07-17,01:10:00,0,2,3
2017-07-17 01:15:00,2017,2017-07-17,01:15:00,1,1,2
2017-07-17 01:20:00,2017,2017-07-17,01:20:00,1,2,3
2017-07-17 01:25:00,2017,2017-07-17,01:25:00,1,2,3
2017-07-17 01:30:00,2017,2017-07-17,01:30:00,1,2,3
2017-07-17 01:35:00,2017,2017-07-17,01:35:00,1,2,3
2017-07-17 01:40:00,2017,2017-07-17,01:40:00,1,2,3
2017-07-17 01:45:00,2017,2017-07-17,01:45:00,1,2,4
2017-07-17 01:50:00,2017,2017-07-17,01:50:00,0,1,2
2017-07-17 01:55:00,2017,2017-07-17,01:55:00,1,2,3
2017-07-17 02:00:00,2017,2017-07-17,02:00:00,0,0,1
2017-07-17 02:05:00,2017,2017-07-17,02:05:00,1,2,3
2017-07-17 02:10:00,2017,2017-07-17,02:10:00,1,2,3
2017-07-17 02:15:00,2017,2017-07-17,02:15:00,2,2,4
2017-07-17 02:20:00,2017,2017-07-17,02:20:00,1,1,2
2017-07-17 02:25:00,2017,2017-07-17,02:25:00,1,3,5
2017-07-17 02:30:00,2017,2017-07-17,02:30:00,1,3,5
2017-07-17 02:35:00,2017,2017-07-17,02:35:00,1,2,4
2017-07-17 02:40:00,2017,2017-07-17,02:40:00,1,2,3
2017-07-17 02:45:00,2017,2017-07-17,02:45:00,2,2,4
2017-07-17 02:50:00,2017,2017-07-17,02:50:00,0,0,1
2017-07-17 02:55:00,2017,2017-07-17,02:55:00,1,1,2
2017-07-17 03:00:00,2017,2017-07-17,03:00:00,2,2,4
2017-07-17 03:05:00,2017,2017-07-17,03:05:00,1,2,3
2017-07-17 03:10:00,2017,2017-07-17,03:10:00,1,2,3
2017-07-17 03:15:00,2017,2017-07-17,03:15:00,1,1,2
2017-07-17 03:20:00,2017,2017-07-17,03:20:00,0,1,2
2017-07-17 03:25:00,2017,2017-07-17,03:25:00,1,1,2
2017-07-17 03:30:00,2017,2017-07-17,03:30:00,0,1,2
2017-07-17 03:35:00,2017,2017-07-17,03:35:00,2,3,5
2017-07-17 03:40:00,2017,2017-07-17,03:40:00,1,1,2
2017-07-17 03:45:00,2017,2017-07-17,03:45:00,2,2,3
2017-07-17 03:50:00,2017,2017-07-17,03:50:00,1,2,3
2017-07-17 03:55:00,2017,2017-07-17,03:55:00,0,1,2
2017-07-17 04:00:00,2017,2017-07-17,04:00:00,1,2,3
2017-07-17 04:05:00,2017,2017-07-17,04:05:00,1,2,3
2017-07-17 04:10:00,2017,2017-07-17,04:10:00,0,1,2
2017-07-17 04:15:00,2017,2017-07-17,04:15:00,2,2,4
2017-07-17 04:20:00,2017,2017-07-17,04:20:00,1,2,3
2017-07-17 04:25:00,2017,2017-07-17,04:25:00,0,1,2
2017-07-17 04:30:00,2017,2017-07-17,04:30:00,1,2,3
2017-07-17 04:35:00,2017,2017-07-17,04:35:00,1,2,4
2017-07-17 04:40:00,2017,2017-07-17,04:40:00,1,2,4
2017-07-17 04:45:00,2017,2017-07-17,04:45:00,1,2,4
2017-07-17 04:50:00,2017,2017-07-17,04:50:00,1,2,3
2017-07-17 04:55:00,2017,2017-07-17,04:55:00,2,3,5
2017-07-17 05:00:00,2017,2017-07-17,05:00:00,1,2,3
2017-07-17 05:05:00,2017,2017-07-17,05:05:00,1,1,2
2017-07-17 05:10:00,2017,2017-07-17,05:10:00,1,2,4
2017-07-17 05:15:00,2017,2017-07-17,05:15:00,2,2,3
2017-07-17 05:20:00,2017,2017-07-17,05:20:00,0,1,2
2017-07-17 05:25:00,2017,2017-07-17,05:25:00,0,1,2
2017-07-17 05:30:00,2017,2017-07-17,05:30:00,1,2,3
2017-07-17 05:35:00,2017,2017-07-17,05:35:00,1,2,3
2017-07-17 05:40:00,2017,2017-07-17,05:40:00,2,2,4
2017-07-17 05:45:00,2017,2017-07-17,05:45:00,1,2,4
2017-07-17 05:50:00,2017,2017-07-17,05:50:00,0,1,2
2017-07-17 05:55:00,2017,2017-07-17,05:55:00,1,2,3
2017-07-17 06:00:00,2017,2017-07-17,06:00:00,1,2,3
2017-07-17 06:05:00,2017,2017-07-17,06:05:00,1,2,3
2017-07-17 06:10:00,2017,2017-07-17,06:10:00,2,2,4
2017-07-17 06:15:00,2017,2017-07-17,06:15:00,3,4,6
2017-07-17 06:20:00,2017,2017-07-17,06:20:00,2,3,5
2017-07-17 06:25:00,2017,2017-07-17,06:25:00,2,3,6
2017-07-17 06:30:00,2017,2017-07-17,06:30:00,2,2,4
2017-07-17 06:35:00,2017,2017-07-17,06:35:00,2,2,4
2017-07-17 06:40:00,2017,2017-07-17,06:40:00,1,1,4
2017-07-17 06:45:00,2017,2017-07-17,06:45:00,1,2,5
2017-07-17 06:50:00,2017,2017-07-17,06:50:00,2,2,5
2017-07-17 06:55:00,2017,2017-07-17,06:55:00,2,3,5
2017-07-17 07:00:00,2017,2017-07-17,07:00:00,1,2,4
2017-07-17 07:05:00,2017,2017-07-17,07:05:00,1,2,4
2017-07-17 07:10:00,2017,2017-07-17,07:10:00,2,3,8
2017-07-17 07:15:00,2017,2017-07-17,07:15:00,3,3,8
2017-07-17 07:20:00,2017,2017-07-17,07:20:00,3,3,7
2017-07-17 07:25:00,2017,2017-07-17,07:25:00,4,4,9
2017-07-17 07:30:00,2017,2017-07-17,07:30:00,3,4,7
2017-07-17 07:35:00,2017,2017-07-17,07:35:00,4,5,10
2017-07-17 07:40:00,2017,2017-07-17,07:40:00,4,4,8
2017-07-17 07:45:00,2017,2017-07-17,07:45:00,2,2,9
2017-07-17 07:50:00,2017,2017-07-17,07:50:00,2,2,8
2017-07-17 07:55:00,2017,2017-07-17,07:55:00,2,3,11
2017-07-17 08:00:00,2017,2017-07-17,08:00:00,2,2,9
2017-07-17 08:05:00,2017,2017-07-17,08:05:00,2,3,14
2017-07-17 08:10:00,2017,2017-07-17,08:10:00,4,5,28
2017-07-17 08:15:00,2017,2017-07-17,08:15:00,5,5,28
2017-07-17 08:20:00,2017,2017-07-17,08:20:00,4,5,28
2017-07-17 08:25:00,2017,2017-07-17,08:25:00,4,5,29
2017-07-17 08:30:00,2017,2017-07-17,08:30:00,5,6,34
2017-07-17 08:35:00,2017,2017-07-17,08:35:00,6,7,43
2017-07-17 08:40:00,2017,2017-07-17,08:40:00,4,5,26
2017-07-17 08:45:00,2017,2017-07-17,08:45:00,4,5,25
2017-07-17 08:50:00,2017,2017-07-17,08:50:00,3,4,19
2017-07-17 08:55:00,2017,2017-07-17,08:55:00,3,4,12
2017-07-17 09:00:00,2017,2017-07-17,09:00:00,2,3,10
2017-07-17 09:05:00,2017,2017-07-17,09:05:00,2,3,10
2017-07-17 09:10:00,2017,2017-07-17,09:10:00,2,3,12
2017-07-17 09:15:00,2017,2017-07-17,09:15:00,2,3,8
2017-07-17 09:20:00,2017,2017-07-17,09:20:00,3,3,11
2017-07-17 09:25:00,2017,2017-07-17,09:25:00,4,6,32
2017-07-17 09:30:00,2017,2017-07-17,09:30:00,7,9,43
2017-07-17 09:35:00,2017,2017-07-17,09:35:00,7,8,46
2017-07-17 09:40:00,2017,2017-07-17,09:40:00,7,8,48
2017-07-17 09:45:00,2017,2017-07-17,09:45:00,11,13,69
2017-07-17 09:50:00,2017,2017-07-17,09:50:00,13,18,95
2017-07-17 09:55:00,2017,2017-07-17,09:55:00,19,19,99
2017-07-17 10:00:00,2017,2017-07-17,10:00:00,18,20,100
2017-07-17 10:05:00,2017,2017-07-17,10:05:00,10,13,70
2017-07-17 10:10:00,2017,2017-07-17,10:10:00,8,9,52
2017-07-17 10:15:00,2017,2017-07-17,10:15:00,6,7,34
2017-07-17 10:20:00,2017,2017-07-17,10:20:00,6,7,40
2017-07-17 10:25:00,2017,2017-07-17,10:25:00,6,6,32
2017-07-17 10:30:00,2017,2017-07-17,10:30:00,4,5,16
2017-07-17 10:35:00,2017,2017-07-17,10:35:00,3,4,18
2017-07-17 10:40:00,2017,2017-07-17,10:40:00,3,3,15
2017-07-17 10:45:00,2017,2017-07-17,10:45:00,3,3,15
2017-07-17 10:50:00,2017,2017-07-17,10:50:00,3,3,15
2017-07-17 10:55:00,2017,2017-07-17,10:55:00,3,3,15
2017-07-17 11:00:00,2017,2017-07-17,11:00:00,3,3,13
2017-07-17 11:05:00,2017,2017-07-17,11:05:00,4,4,22
2017-07-17 11:10:00,2017,2017-07-17,11:10:00,6,10,45
2017-07-17 11:15:00,2017,2017-07-17,11:15:00,12,16,68
2017-07-17 11:20:00,2017,2017-07-17,11:20:00,15,19,99
2017-07-17 11:25:00,2017,2017-07-17,11:25:00,13,20,102
2017-07-17 11:30:00,2017,2017-07-17,11:30:00,16,19,96
2017-07-17 11:35:00,2017,2017-07-17,11:35:00,17,17,91
2017-07-17 11:40:00,2017,2017-07-17,11:40:00,14,17,91
2017-07-17 11:45:00,2017,2017-07-17,11:45:00,14,16,87
2017-07-17 11:50:00,2017,2017-07-17,11:50:00,12,14,78
2017-07-17 11:55:00,2017,2017-07-17,11:55:00,9,11,61
2017-07-17 12:00:00,2017,2017-07-17,12:00:00,13,14,74
2017-07-17 12:05:00,2017,2017-07-17,12:05:00,11,13,69
2017-07-17 12:10:00,2017,2017-07-17,12:10:00,8,10,55
2017-07-17 12:15:00,2017,2017-07-17,12:15:00,6,7,39
2017-07-17 12:20:00,2017,2017-07-17,12:20:00,3,3,15
2017-07-17 12:25:00,2017,2017-07-17,12:25:00,2,3,11
2017-07-17 12:30:00,2017,2017-07-17,12:30:00,3,3,11
2017-07-17 12:35:00,2017,2017-07-17,12:35:00,3,4,17
2017-07-17 12:40:00,2017,2017-07-17,12:40:00,4,5,25
2017-07-17 12:45:00,2017,2017-07-17,12:45:00,2,3,10
2017-07-17 12:50:00,2017,2017-07-17,12:50:00,2,2,6
2017-07-17 12:55:00,2017,2017-07-17,12:55:00,2,2,9
2017-07-17 13:00:00,2017,2017-07-17,13:00:00,2,3,12
2017-07-17 13:05:00,2017,2017-07-17,13:05:00,2,2,8
2017-07-17 13:10:00,2017,2017-07-17,13:10:00,2,2,9
2017-07-17 13:15:00,2017,2017-07-17,13:15:00,2,2,8
2017-07-17 13:20:00,2017,2017-07-17,13:20:00,2,2,8
2017-07-17 13:25:00,2017,2017-07-17,13:25:00,2,3,14
2017-07-17 13:30:00,2017,2017-07-17,13:30:00,2,3,11
2017-07-17 13:35:00,2017,2017-07-17,13:35:00,3,4,21
2017-07-17 13:40:00,2017,2017-07-17,13:40:00,6,7,41
2017-07-17 13:45:00,2017,2017-07-17,13:45:00,8,8,49
2017-07-17 13:50:00,2017,2017-07-17,13:50:00,9,10,47
2017-07-17 13:55:00,2017,2017-07-17,13:55:00,8,10,40
2017-07-17 14:00:00,2017,2017-07-17,14:00:00,6,8,26
2017-07-17 14:05:00,2017,2017-07-17,14:05:00,4,5,9
2017-07-17 14:10:00,2017,2017-07-17,14:10:00,4,5,9
2017-07-17 14:15:00,2017,2017-07-17,14:15:00,5,7,15
2017-07-17 14:20:00,2017,2017-07-17,14:20:00,6,10,34
2017-07-17 14:25:00,2017,2017-07-17,14:25:00,9,11,36
2017-07-17 14:30:00,2017,2017-07-17,14:30:00,7,10,38
2017-07-17 14:35:00,2017,2017-07-17,14:35:00,5,7,20
2017-07-17 14:40:00,2017,2017-07-17,14:40:00,3,3,14
2017-07-17 14:45:00,2017,2017-07-17,14:45:00,4,4,18
2017-07-17 14:50:00,2017,2017-07-17,14:50:00,3,4,19
2017-07-17 14:55:00,2017,2017-07-17,14:55:00,2,3,15
2017-07-17 15:00:00,2017,2017-07-17,15:00:00,3,4,22
2017-07-17 15:05:00,2017,2017-07-17,15:05:00,6,7,39
2017-07-17 15:10:00,2017,2017-07-17,15:10:00,9,11,60
2017-07-17 15:15:00,2017,2017-07-17,15:15:00,10,11,61
2017-07-17 15:20:00,2017,2017-07-17,15:20:00,8,9,51
2017-07-17 15:25:00,2017,2017-07-17,15:25:00,6,7,41
2017-07-17 15:30:00,2017,2017-07-17,15:30:00,5,6,30
2017-07-17 15:35:00,2017,2017-07-17,15:35:00,4,4,22
2017-07-17 15:40:00,2017,2017-07-17,15:40:00,2,3,13
2017-07-17 15:45:00,2017,2017-07-17,15:45:00,2,2,8
2017-07-17 15:50:00,2017,2017-07-17,15:50:00,3,4,9
2017-07-17 15:55:00,2017,2017-07-17,15:55:00,5,8,26
2017-07-17 16:00:00,2017,2017-07-17,16:00:00,6,9,30
2017-07-17 16:05:00,2017,2017-07-17,16:05:00,4,6,32
2017-07-17 16:10:00,2017,2017-07-17,16:10:00,3,4,17
2017-07-17 16:15:00,2017,2017-07-17,16:15:00,5,8,32
2017-07-17 16:20:00,2017,2017-07-17,16:20:00,6,8,29
2017-07-17 16:25:00,2017,2017-07-17,16:25:00,4,4,20
2017-07-17 16:30:00,2017,2017-07-17,16:30:00,3,3,12
2017-07-17 16:35:00,2017,2017-07-17,16:35:00,3,5,17
2017-07-17 16:40:00,2017,2017-07-17,16:40:00,3,3,15
2017-07-17 16:45:00,2017,2017-07-17,16:45:00,4,5,24
2017-07-17 16:50:00,2017,2017-07-17,16:50:00,4,4,19
2017-07-17 16:55:00,2017,2017-07-17,16:55:00,3,4,18
2017-07-17 17:00:00,2017,2017-07-17,17:00:00,3,3,14
2017-07-17 17:05:00,2017,2017-07-17,17:05:00,6,7,40
2017-07-17 17:10:00,2017,2017-07-17,17:10:00,4,6,33
2017-07-17 17:15:00,2017,2017-07-17,17:15:00,5,6,32
2017-07-17 17:20:00,2017,2017-07-17,17:20:00,4,6,33
2017-07-17 17:25:00,2017,2017-07-17,17:25:00,5,6,30
2017-07-17 17:30:00,2017,2017-07-17,17:30:00,4,5,29
2017-07-17 17:35:00,2017,2017-07-17,17:35:00,2,2,9
2017-07-17 17:40:00,2017,2017-07-17,17:40:00,2,2,8
2017-07-17 17:45:00,2017,2017-07-17,17:45:00,2,2,7
2017-07-17 17:50:00,2017,2017-07-17,17:50:00,2,2,8
2017-07-17 17:55:00,2017,2017-07-17,17:55:00,2,2,8
2017-07-17 18:00:00,2017,2017-07-17,18:00:00,1,2,6
2017-07-17 18:05:00,2017,2017-07-17,18:05:00,2,3,13
2017-07-17 18:10:00,2017,2017-07-17,18:10:00,2,2,8
2017-07-17 18:15:00,2017,2017-07-17,18:15:00,2,2,7
2017-07-17 18:20:00,2017,2017-07-17,18:20:00,2,2,7
2017-07-17 18:25:00,2017,2017-07-17,18:25:00,2,2,6
2017-07-17 18:30:00,2017,2017-07-17,18:30:00,1,1,5
2017-07-17 18:35:00,2017,2017-07-17,18:35:00,2,2,7
2017-07-17 18:40:00,2017,2017-07-17,18:40:00,2,2,9
2017-07-17 18:45:00,2017,2017-07-17,18:45:00,1,2,6
2017-07-17 18:50:00,2017,2017-07-17,18:50:00,2,2,7
2017-07-17 18:55:00,2017,2017-07-17,18:55:00,1,1,5
2017-07-17 19:00:00,2017,2017-07-17,19:00:00,1,2,7
2017-07-17 19:05:00,2017,2017-07-17,19:05:00,2,2,6
2017-07-17 19:10:00,2017,2017-07-17,19:10:00,2,2,9
2017-07-17 19:15:00,2017,2017-07-17,19:15:00,2,2,7
2017-07-17 19:20:00,2017,2017-07-17,19:20:00,2,2,6
2017-07-17 19:25:00,2017,2017-07-17,19:25:00,1,2,8
2017-07-17 19:30:00,2017,2017-07-17,19:30:00,1,1,5
2017-07-17 19:35:00,2017,2017-07-17,19:35:00,1,1,4
2017-07-17 19:40:00,2017,2017-07-17,19:40:00,1,2,7
2017-07-17 19:45:00,2017,2017-07-17,19:45:00,1,1,4
2017-07-17 19:50:00,2017,2017-07-17,19:50:00,0,1,3
2017-07-17 19:55:00,2017,2017-07-17,19:55:00,1,1,5
2017-07-17 20:00:00,2017,2017-07-17,20:00:00,0,0,2
2017-07-17 20:05:00,2017,2017-07-17,20:05:00,0,1,3
2017-07-17 20:10:00,2017,2017-07-17,20:10:00,0,1,2
2017-07-17 20:15:00,2017,2017-07-17,20:15:00,1,3,5
2017-07-17 20:20:00,2017,2017-07-17,20:20:00,1,1,3
2017-07-17 20:25:00,2017,2017-07-17,20:25:00,1,2,5
2017-07-17 20:30:00,2017,2017-07-17,20:30:00,0,1,3
2017-07-17 20:35:00,2017,2017-07-17,20:35:00,1,2,5
2017-07-17 20:40:00,2017,2017-07-17,20:40:00,1,2,4
2017-07-17 20:45:00,2017,2017-07-17,20:45:00,1,1,3
2017-07-17 20:50:00,2017,2017-07-17,20:50:00,0,1,4
2017-07-17 20:55:00,2017,2017-07-17,20:55:00,1,2,5
2017-07-17 21:00:00,2017,2017-07-17,21:00:00,0,2,6
2017-07-17 21:05:00,2017,2017-07-17,21:05:00,0,1,5
2017-07-17 21:10:00,2017,2017-07-17,21:10:00,2,3,16
2017-07-17 21:15:00,2017,2017-07-17,21:15:00,5,8,48
2017-07-17 21:20:00,2017,2017-07-17,21:20:00,7,12,68
2017-07-17 21:25:00,2017,2017-07-17,21:25:00,11,14,77
2017-07-17 21:30:00,2017,2017-07-17,21:30:00,17,19,96
2017-07-17 21:35:00,2017,2017-07-17,21:35:00,16,18,94
2017-07-17 21:40:00,2017,2017-07-17,21:40:00,12,15,79
2017-07-17 21:45:00,2017,2017-07-17,21:45:00,11,11,62
2017-07-17 21:50:00,2017,2017-07-17,21:50:00,11,11,63
2017-07-17 21:55:00,2017,2017-07-17,21:55:00,18,22,107
2017-07-17 22:00:00,2017,2017-07-17,22:00:00,20,21,103
2017-07-17 22:05:00,2017,2017-07-17,22:05:00,20,22,109
2017-07-17 22:10:00,2017,2017-07-17,22:10:00,19,23,110
2017-07-17 22:15:00,2017,2017-07-17,22:15:00,17,19,98
2017-07-17 22:20:00,2017,2017-07-17,22:20:00,19,21,99
2017-07-17 22:25:00,2017,2017-07-17,22:25:00,16,18,94
2017-07-17 22:30:00,2017,2017-07-17,22:30:00,16,20,80
2017-07-17 22:35:00,2017,2017-07-17,22:35:00,13,15,79
2017-07-17 22:40:00,2017,2017-07-17,22:40:00,12,17,69
2017-07-17 22:45:00,2017,2017-07-17,22:45:00,13,16,68
2017-07-17 22:50:00,2017,2017-07-17,22:50:00,11,13,71
2017-07-17 22:55:00,2017,2017-07-17,22:55:00,13,17,72
2017-07-17 23:00:00,2017,2017-07-17,23:00:00,11,14,78
2017-07-17 23:05:00,2017,2017-07-17,23:05:00,9,11,61
2017-07-17 23:10:00,2017,2017-07-17,23:10:00,4,6,32
2017-07-17 23:15:00,2017,2017-07-17,23:15:00,3,3,16
2017-07-17 23:20:00,2017,2017-07-17,23:20:00,1,2,8
2017-07-17 23:25:00,2017,2017-07-17,23:25:00,3,7,38
2017-07-17 23:30:00,2017,2017-07-17,23:30:00,7,8,44
2017-07-17 23:35:00,2017,2017-07-17,23:35:00,3,3,16
2017-07-17 23:40:00,2017,2017-07-17,23:40:00,2,2,9
2017-07-17 23:45:00,2017,2017-07-17,23:45:00,5,8,48
2017-07-17 23:50:00,2017,2017-07-17,23:50:00,10,11,63
2017-07-17 23:55:00,2017,2017-07-17,23:55:00,15,17,90
2017-07-18 00:00:00,2017,2017-07-18,00:00:00,17,19,99
2017-07-18 00:05:00,2017,2017-07-18,00:05:00,21,23,113
2017-07-18 00:10:00,2017,2017-07-18,00:10:00,29,36,134
2017-07-18 00:15:00,2017,2017-07-18,00:15:00,46,49,151
2017-07-18 00:20:00,2017,2017-07-18,00:20:00,47,55,160
2017-07-18 00:25:00,2017,2017-07-18,00:25:00,52,60,147
2017-07-18 00:30:00,2017,2017-07-18,00:30:00,60,62,150
2017-07-18 00:35:00,2017,2017-07-18,00:35:00,68,72,158
2017-07-18 00:40:00,2017,2017-07-18,00:40:00,60,66,153
2017-07-18 00:45:00,2017,2017-07-18,00:45:00,38,57,148
2017-07-18 00:50:00,2017,2017-07-18,00:50:00,24,29,120
2017-07-18 00:55:00,2017,2017-07-18,00:55:00,26,28,94
2017-07-18 01:00:00,2017,2017-07-18,01:00:00,19,25,97
2017-07-18 01:05:00,2017,2017-07-18,01:05:00,10,12,64
2017-07-18 01:10:00,2017,2017-07-18,01:10:00,6,8,46
2017-07-18 01:15:00,2017,2017-07-18,01:15:00,3,4,19
2017-07-18 01:20:00,2017,2017-07-18,01:20:00,2,2,8
2017-07-18 01:25:00,2017,2017-07-18,01:25:00,0,1,4
2017-07-18 01:30:00,2017,2017-07-18,01:30:00,0,1,5
2017-07-18 01:35:00,2017,2017-07-18,01:35:00,0,0,2
2017-07-18 01:40:00,2017,2017-07-18,01:40:00,1,2,9
2017-07-18 01:45:00,2017,2017-07-18,01:45:00,0,1,5
2017-07-18 01:50:00,2017,2017-07-18,01:50:00,1,2,4
2017-07-18 01:55:00,2017,2017-07-18,01:55:00,1,2,4
2017-07-18 02:00:00,2017,2017-07-18,02:00:00,0,1,2
2017-07-18 02:05:00,2017,2017-07-18,02:05:00,1,1,2
2017-07-18 02:10:00,2017,2017-07-18,02:10:00,0,1,2
2017-07-18 02:15:00,2017,2017-07-18,02:15:00,1,2,4
2017-07-18 02:20:00,2017,2017-07-18,02:20:00,2,3,5
2017-07-18 02:25:00,2017,2017-07-18,02:25:00,1,1,2
2017-07-18 02:30:00,2017,2017-07-18,02:30:00,1,2,3
2017-07-18 02:35:00,2017,2017-07-18,02:35:00,1,1,2
2017-07-18 02:40:00,2017,2017-07-18,02:40:00,0,1,2
2017-07-18 02:45:00,2017,2017-07-18,02:45:00,1,2,4
2017-07-18 02:50:00,2017,2017-07-18,02:50:00,1,1,2
2017-07-18 02:55:00,2017,2017-07-18,02:55:00,1,2,3
2017-07-18 03:00:00,2017,2017-07-18,03:00:00,0,1,2
2017-07-18 03:05:00,2017,2017-07-18,03:05:00,1,2,3
2017-07-18 03:10:00,2017,2017-07-18,03:10:00,1,2,3
2017-07-18 03:15:00,2017,2017-07-18,03:15:00,0,2,3
2017-07-18 03:20:00,2017,2017-07-18,03:20:00,1,1,2
2017-07-18 03:25:00,2017,2017-07-18,03:25:00,1,1,2
2017-07-18 03:30:00,2017,2017-07-18,03:30:00,2,3,5
2017-07-18 03:35:00,2017,2017-07-18,03:35:00,1,1,2
2017-07-18 03:40:00,2017,2017-07-18,03:40:00,1,2,3
2017-07-18 03:45:00,2017,2017-07-18,03:45:00,1,2,3
2017-07-18 03:50:00,2017,2017-07-18,03:50:00,0,1,2
2017-07-18 03:55:00,2017,2017-07-18,03:55:00,1,2,3
2017-07-18 04:00:00,2017,2017-07-18,04:00:00,1,3,5
2017-07-18 04:05:00,2017,2017-07-18,04:05:00,1,2,3
2017-07-18 04:10:00,2017,2017-07-18,04:10:00,0,0,1
2017-07-18 04:15:00,2017,2017-07-18,04:15:00,1,2,3
2017-07-18 04:20:00,2017,2017-07-18,04:20:00,1,1,2
2017-07-18 04:25:00,2017,2017-07-18,04:25:00,1,2,3
2017-07-18 04:30:00,2017,2017-07-18,04:30:00,1,2,3
2017-07-18 04:35:00,2017,2017-07-18,04:35:00,0,1,2
2017-07-18 04:40:00,2017,2017-07-18,04:40:00,2,3,5
2017-07-18 04:45:00,2017,2017-07-18,04:45:00,1,2,3
2017-07-18 04:50:00,2017,2017-07-18,04:50:00,0,1,2
2017-07-18 04:55:00,2017,2017-07-18,04:55:00,1,2,4
2017-07-18 05:00:00,2017,2017-07-18,05:00:00,1,2,3
2017-07-18 05:05:00,2017,2017-07-18,05:05:00,1,2,3
2017-07-18 05:10:00,2017,2017-07-18,05:10:00,1,1,2
2017-07-18 05:15:00,2017,2017-07-18,05:15:00,1,2,3
2017-07-18 05:20:00,2017,2017-07-18,05:20:00,0,1,2
2017-07-18 05:25:00,2017,2017-07-18,05:25:00,0,0,1
2017-07-18 05:30:00,2017,2017-07-18,05:30:00,1,2,3
2017-07-18 05:35:00,2017,2017-07-18,05:35:00,1,2,4
2017-07-18 05:40:00,2017,2017-07-18,05:40:00,1,2,3
2017-07-18 05:45:00,2017,2017-07-18,05:45:00,1,2,3
2017-07-18 05:50:00,2017,2017-07-18,05:50:00,1,2,4
2017-07-18 05:55:00,2017,2017-07-18,05:55:00,1,1,2
2017-07-18 06:00:00,2017,2017-07-18,06:00:00,0,1,2
2017-07-18 06:05:00,2017,2017-07-18,06:05:00,1,2,3
2017-07-18 06:10:00,2017,2017-07-18,06:10:00,1,1,2
2017-07-18 06:15:00,2017,2017-07-18,06:15:00,1,2,4
2017-07-18 06:20:00,2017,2017-07-18,06:20:00,2,3,5
2017-07-18 06:25:00,2017,2017-07-18,06:25:00,2,2,4
2017-07-18 06:30:00,2017,2017-07-18,06:30:00,2,3,5
2017-07-18 06:35:00,2017,2017-07-18,06:35:00,1,2,3
2017-07-18 06:40:00,2017,2017-07-18,06:40:00,1,2,3
2017-07-18 06:45:00,2017,2017-07-18,06:45:00,2,2,4
2017-07-18 06:50:00,2017,2017-07-18,06:50:00,2,3,5
2017-07-18 06:55:00,2017,2017-07-18,06:55:00,1,2,4
2017-07-18 07:00:00,2017,2017-07-18,07:00:00,2,2,3
2017-07-18 07:05:00,2017,2017-07-18,07:05:00,2,3,5
2017-07-18 07:10:00,2017,2017-07-18,07:10:00,2,3,6
2017-07-18 07:15:00,2017,2017-07-18,07:15:00,2,3,5
2017-07-18 07:20:00,2017,2017-07-18,07:20:00,2,3,6
2017-07-18 07:25:00,2017,2017-07-18,07:25:00,4,4,8
2017-07-18 07:30:00,2017,2017-07-18,07:30:00,4,4,8
2017-07-18 07:35:00,2017,2017-07-18,07:35:00,4,5,9
2017-07-18 07:40:00,2017,2017-07-18,07:40:00,5,6,10
